second,Volt
-0.00468526674375,-0.873937
-0.00468046674375,-0.873937
-0.00467566674375,-0.8466
-0.00467086674375,-0.873937
-0.00466606674375,-0.873937
-0.00466126674375,-0.873937
-0.00465646674375,-0.873937
-0.00465166674375,-0.873937
-0.00464686674375,-0.873937
-0.00464206674375,-0.873937
-0.00463726674375,-0.873937
-0.00463246674375,-0.873937
-0.00462766674375,-0.873937
-0.00462286674375,-0.873937
-0.00461806674375,-0.8466
-0.00461326674375,-0.8466
-0.00460846674375,-0.873937
-0.00460366674375,-0.8466
-0.00459886674375,-0.873937
-0.00459406674375,-0.873937
-0.00458926674375,-0.873937
-0.00458446674375,-0.873937
-0.00457966674375,-0.8466
-0.00457486674375,-0.8466
-0.00457006674375,-0.8466
-0.00456526674375,-0.873937
-0.00456046674375,-0.8466
-0.00455566674375,-0.873937
-0.00455086674375,-0.873937
-0.00454606674375,-0.873937
-0.00454126674375,-0.873937
-0.00453646674375,-0.873937
-0.00453166674375,-0.8466
-0.00452686674375,-0.873937
-0.00452206674375,-0.873937
-0.00451726674375,-0.873937
-0.00451246674375,-0.873937
-0.00450766674375,-0.8466
-0.00450286674375,-0.873937
-0.00449806674375,-0.8466
-0.00449326674375,-0.8466
-0.00448846674375,-0.873937
-0.00448366674375,-0.8466
-0.00447886674375,-0.873937
-0.00447406674375,-0.8466
-0.00446926674375,-0.873937
-0.00446446674375,-0.873937
-0.00445966674375,-0.8466
-0.00445486674375,-0.8466
-0.00445006674375,-0.8466
-0.00444526674375,-0.8466
-0.00444046674375,-0.873937
-0.00443566674375,-0.8466
-0.00443086674375,-0.873937
-0.00442606674375,-0.873937
-0.00442126674375,-0.8466
-0.00441646674375,-0.873937
-0.00441166674375,-0.8466
-0.00440686674375,-0.873937
-0.00440206674375,-0.8466
-0.00439726674375,-0.873937
-0.00439246674375,-0.8466
-0.00438766674375,-0.8466
-0.00438286674375,-0.8466
-0.00437806674375,-0.8466
-0.00437326674375,-0.873937
-0.00436846674375,-0.8466
-0.00436366674375,-0.8466
-0.00435886674375,-0.8466
-0.00435406674375,-0.8466
-0.00434926674375,-0.873937
-0.00434446674375,-0.8466
-0.00433966674375,-0.873937
-0.00433486674375,-0.8466
-0.00433006674375,-0.8466
-0.00432526674375,-0.873937
-0.00432046674375,-0.8466
-0.00431566674375,-0.8466
-0.00431086674375,-0.8466
-0.00430606674375,-0.8466
-0.00430126674375,-0.8466
-0.00429646674375,-0.8466
-0.00429166674375,-0.8466
-0.00428686674375,-0.8466
-0.00428206674375,-0.8466
-0.00427726674375,-0.8466
-0.00427246674375,-0.873937
-0.00426766674375,-0.873937
-0.00426286674375,-0.8466
-0.00425806674375,-0.8466
-0.00425326674375,-0.8466
-0.00424846674375,-0.873937
-0.00424366674375,-0.8466
-0.00423886674375,-0.873937
-0.00423406674375,-0.873937
-0.00422926674375,-0.8466
-0.00422446674375,-0.8466
-0.00421966674375,-0.8466
-0.00421486674375,-0.8466
-0.00421006674375,-0.8466
-0.00420526674375,-0.8466
-0.00420046674375,-0.8466
-0.00419566674375,-0.873937
-0.00419086674375,-0.8466
-0.00418606674375,-0.8466
-0.00418126674375,-0.8466
-0.00417646674375,-0.8466
-0.00417166674375,-0.8466
-0.00416686674375,-0.8466
-0.00416206674375,-0.8466
-0.00415726674375,-0.8466
-0.00415246674375,-0.8466
-0.00414766674375,-0.8466
-0.00414286674375,-0.8466
-0.00413806674375,-0.873937
-0.00413326674375,-0.8466
-0.00412846674375,-0.8466
-0.00412366674375,-0.8466
-0.00411886674375,-0.8466
-0.00411406674375,-0.8466
-0.00410926674375,-0.8466
-0.00410446674375,-0.8466
-0.00409966674375,-0.873937
-0.00409486674375,-0.8466
-0.00409006674375,-0.8466
-0.00408526674375,-0.873937
-0.00408046674375,-0.8466
-0.00407566674375,-0.8466
-0.00407086674375,-0.8466
-0.00406606674375,-0.873937
-0.00406126674375,-0.873937
-0.00405646674375,-0.8466
-0.00405166674375,-0.873937
-0.00404686674375,-0.8466
-0.00404206674375,-0.8466
-0.00403726674375,-0.8466
-0.00403246674375,-0.8466
-0.00402766674375,-0.8466
-0.00402286674375,-0.8466
-0.00401806674375,-0.8466
-0.00401326674375,-0.8466
-0.00400846674375,-0.8466
-0.00400366674375,-0.8466
-0.00399886674375,-0.8466
-0.00399406674375,-0.8466
-0.00398926674375,-0.8466
-0.00398446674375,-0.8466
-0.00397966674375,-0.8466
-0.00397486674375,-0.8466
-0.00397006674375,-0.8466
-0.00396526674375,-0.8466
-0.00396046674375,-0.8466
-0.00395566674375,-0.8466
-0.00395086674375,-0.8466
-0.00394606674375,-0.8466
-0.00394126674375,-0.8466
-0.00393646674375,-0.8466
-0.00393166674375,-0.8466
-0.00392686674375,-0.8466
-0.00392206674375,-0.8466
-0.00391726674375,-0.819264
-0.00391246674375,-0.8466
-0.00390766674375,-0.8466
-0.00390286674375,-0.8466
-0.00389806674375,-0.8466
-0.00389326674375,-0.873937
-0.00388846674375,-0.8466
-0.00388366674375,-0.8466
-0.00387886674375,-0.8466
-0.00387406674375,-0.8466
-0.00386926674375,-0.8466
-0.00386446674375,-0.8466
-0.00385966674375,-0.8466
-0.00385486674375,-0.8466
-0.00385006674375,-0.8466
-0.00384526674375,-0.8466
-0.00384046674375,-0.8466
-0.00383566674375,-0.819264
-0.00383086674375,-0.8466
-0.00382606674375,-0.8466
-0.00382126674375,-0.8466
-0.00381646674375,-0.8466
-0.00381166674375,-0.8466
-0.00380686674375,-0.8466
-0.00380206674375,-0.8466
-0.00379726674375,-0.8466
-0.00379246674375,-0.8466
-0.00378766674375,-0.8466
-0.00378286674375,-0.8466
-0.00377806674375,-0.8466
-0.00377326674375,-0.8466
-0.00376846674375,-0.8466
-0.00376366674375,-0.8466
-0.00375886674375,-0.8466
-0.00375406674375,-0.8466
-0.00374926674375,-0.8466
-0.00374446674375,-0.8466
-0.00373966674375,-0.8466
-0.00373486674375,-0.8466
-0.00373006674375,-0.8466
-0.00372526674375,-0.8466
-0.00372046674375,-0.8466
-0.00371566674375,-0.8466
-0.00371086674375,-0.8466
-0.00370606674375,-0.8466
-0.00370126674375,-0.8466
-0.00369646674375,-0.8466
-0.00369166674375,-0.8466
-0.00368686674375,-0.8466
-0.00368206674375,-0.8466
-0.00367726674375,-0.8466
-0.00367246674375,-0.8466
-0.00366766674375,-0.8466
-0.00366286674375,-0.8466
-0.00365806674375,-0.8466
-0.00365326674375,-0.8466
-0.00364846674375,-0.8466
-0.00364366674375,-0.8466
-0.00363886674375,-0.8466
-0.00363406674375,-0.8466
-0.00362926674375,-0.8466
-0.00362446674375,-0.8466
-0.00361966674375,-0.8466
-0.00361486674375,-0.8466
-0.00361006674375,-0.819264
-0.00360526674375,-0.819264
-0.00360046674375,-0.8466
-0.00359566674375,-0.8466
-0.00359086674375,-0.8466
-0.00358606674375,-0.873937
-0.00358126674375,-0.873937
-0.00357646674375,-0.8466
-0.00357166674375,-0.819264
-0.00356686674375,-0.819264
-0.00356206674375,-0.791927
-0.00355726674375,-0.819264
-0.00355246674375,-0.819264
-0.00354766674375,-0.8466
-0.00354286674375,-0.901274
-0.00353806674375,-0.901274
-0.00353326674375,-0.901274
-0.00352846674375,-0.8466
-0.00352366674375,-0.791927
-0.00351886674375,-0.737254
-0.00351406674375,-0.737254
-0.00350926674375,-0.791927
-0.00350446674375,-0.8466
-0.00349966674375,-0.955947
-0.00349486674375,-1.03796
-0.00349006674375,-1.03796
-0.00348526674375,-0.955947
-0.00348046674375,-0.76459
-0.00347566674375,-0.463887
-0.00347086674375,-0.10851
-0.00346606674375,0.246867
-0.00346126674375,0.54757
-0.00345646674375,0.738927
-0.00345166674375,0.820937
-0.00344686674375,0.820937
-0.00344206674375,0.738927
-0.00343726674375,0.62958
-0.00343246674375,0.54757
-0.00342766674375,0.492897
-0.00342286674375,0.520234
-0.00341806674375,0.54757
-0.00341326674375,0.62958
-0.00340846674375,0.684254
-0.00340366674375,0.684254
-0.00339886674375,0.656917
-0.00339406674375,0.62958
-0.00338926674375,0.574907
-0.00338446674375,0.574907
-0.00337966674375,0.54757
-0.00337486674375,0.574907
-0.00337006674375,0.602244
-0.00336526674375,0.62958
-0.00336046674375,0.602244
-0.00335566674375,0.62958
-0.00335086674375,0.602244
-0.00334606674375,0.602244
-0.00334126674375,0.574907
-0.00333646674375,0.602244
-0.00333166674375,0.602244
-0.00332686674375,0.602244
-0.00332206674375,0.574907
-0.00331726674375,0.574907
-0.00331246674375,0.602244
-0.00330766674375,0.602244
-0.00330286674375,0.602244
-0.00329806674375,0.574907
-0.00329326674375,0.602244
-0.00328846674375,0.574907
-0.00328366674375,0.602244
-0.00327886674375,0.602244
-0.00327406674375,0.602244
-0.00326926674375,0.574907
-0.00326446674375,0.602244
-0.00325966674375,0.602244
-0.00325486674375,0.574907
-0.00325006674375,0.574907
-0.00324526674375,0.602244
-0.00324046674375,0.574907
-0.00323566674375,0.602244
-0.00323086674375,0.574907
-0.00322606674375,0.602244
-0.00322126674375,0.574907
-0.00321646674375,0.602244
-0.00321166674375,0.574907
-0.00320686674375,0.602244
-0.00320206674375,0.602244
-0.00319726674375,0.602244
-0.00319246674375,0.574907
-0.00318766674375,0.574907
-0.00318286674375,0.602244
-0.00317806674375,0.602244
-0.00317326674375,0.602244
-0.00316846674375,0.574907
-0.00316366674375,0.602244
-0.00315886674375,0.574907
-0.00315406674375,0.574907
-0.00314926674375,0.574907
-0.00314446674375,0.602244
-0.00313966674375,0.574907
-0.00313486674375,0.602244
-0.00313006674375,0.574907
-0.00312526674375,0.574907
-0.00312046674375,0.602244
-0.00311566674375,0.574907
-0.00311086674375,0.602244
-0.00310606674375,0.574907
-0.00310126674375,0.574907
-0.00309646674375,0.602244
-0.00309166674375,0.574907
-0.00308686674375,0.574907
-0.00308206674375,0.574907
-0.00307726674375,0.574907
-0.00307246674375,0.574907
-0.00306766674375,0.602244
-0.00306286674375,0.574907
-0.00305806674375,0.574907
-0.00305326674375,0.574907
-0.00304846674375,0.602244
-0.00304366674375,0.602244
-0.00303886674375,0.574907
-0.00303406674375,0.602244
-0.00302926674375,0.574907
-0.00302446674375,0.574907
-0.00301966674375,0.602244
-0.00301486674375,0.574907
-0.00301006674375,0.574907
-0.00300526674375,0.574907
-0.00300046674375,0.574907
